tweet_id,jpg_url,breed,confidence,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,retweet_count,favorite_count,dog_stage
666020888022790149,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,Welsh_Springer_Spaniel,0.465074,2015-11-15 22:32:08+00:00,Twitter for iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair.,https://twitter.com/dog_rates/status/666020888022790149/photo/1,10.0,10,,532,2535,
666049248165822465,https://pbs.twimg.com/media/CT5IQmsXIAAKY4A.jpg,Miniature_Pinscher,0.560311,2015-11-16 00:24:50+00:00,Twitter for iPhone,Here we have a 1949 1st generation vulpix. Enjoys sweat tea and Fox News. Cannot be phased.,https://twitter.com/dog_rates/status/666049248165822465/photo/1,10.0,10,,41,111,
666051853826850816,https://pbs.twimg.com/media/CT5KoJ1WoAAJash.jpg,,,2015-11-16 00:35:11+00:00,Twitter for iPhone,This is an odd dog. Hard on the outside but loving on the inside. Petting still fun. Doesn't play catch well.,https://twitter.com/dog_rates/status/666051853826850816/photo/1,7.0,10,,879,1253,
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,Miniature_Poodle,0.201493,2015-11-16 01:01:59+00:00,Twitter for iPhone,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad).,https://twitter.com/dog_rates/status/666058600524156928/photo/1,10.0,10,,61,115,
666063827256086533,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,Golden_Retriever,0.77593,2015-11-16 01:22:45+00:00,Twitter for iPhone,This is the happiest dog you will ever see. Very committed owner. Nice couch.,https://twitter.com/dog_rates/status/666063827256086533/photo/1,10.0,10,,232,496,
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,Gordon_Setter,0.503672,2015-11-16 01:52:02+00:00,Twitter for iPhone,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue.,https://twitter.com/dog_rates/status/666071193221509120/photo/1,12.0,10,,67,154,
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,Walker_Hound,0.260857,2015-11-16 01:59:36+00:00,Twitter for iPhone,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged.,https://twitter.com/dog_rates/status/666073100786774016/photo/1,11.0,10,,174,335,
666082916733198337,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,Pug,0.489814,2015-11-16 02:38:37+00:00,Twitter for iPhone,Here we have a well-established sunblockerspaniel. Lost his other flip-flop.,https://twitter.com/dog_rates/status/666082916733198337/photo/1,10.0,10,,47,121,
666094000022159362,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,Bloodhound,0.195217,2015-11-16 03:22:39+00:00,Twitter for iPhone,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed.,https://twitter.com/dog_rates/status/666094000022159362/photo/1,10.0,10,,79,169,
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,Lhasa,0.58233,2015-11-16 03:44:34+00:00,Twitter for iPhone,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel.,https://twitter.com/dog_rates/status/666099513787052032/photo/1,9.0,10,,73,164,
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,English_Setter,0.298617,2015-11-16 03:55:04+00:00,Twitter for iPhone,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place.,https://twitter.com/dog_rates/status/666102155909144576/photo/1,4.0,10,,16,81,
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,,,2015-11-16 04:02:55+00:00,Twitter for iPhone,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs.,https://twitter.com/dog_rates/status/666104133288665088/photo/1,,10,,6871,14765,
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,,,2015-11-16 14:57:41+00:00,Twitter for iPhone,Very concerned about fellow dog trapped in computer.,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10.0,10,,37,108,
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,Italian_Greyhound,0.176053,2015-11-16 15:14:19+00:00,Twitter for iPhone,Can take selfies,https://twitter.com/dog_rates/status/666273097616637952/photo/1,10.0,10,,82,184,
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,,,2015-11-16 19:31:45+00:00,Twitter for iPhone,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice.,https://twitter.com/dog_rates/status/666337882303524864/photo/1,11.0,10,,96,204,
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,Golden_Retriever,0.8587440000000001,2015-11-16 20:01:42+00:00,Twitter for iPhone,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho,https://twitter.com/dog_rates/status/666345417576210432/photo/1,9.0,10,,146,307,
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,Malamute,0.3368739999999999,2015-11-16 20:32:58+00:00,Twitter for iPhone,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet.,https://twitter.com/dog_rates/status/666353288456101888/photo/1,10.0,10,,77,229,
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,,,2015-11-16 21:10:36+00:00,Twitter for iPhone,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare,https://twitter.com/dog_rates/status/666362758909284353/photo/1,8.0,10,,595,804,
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,Soft-coated_Wheaten_Terrier,0.326467,2015-11-16 21:54:18+00:00,Twitter for iPhone,Those are sunglasses and a jean jacket.,https://twitter.com/dog_rates/status/666373753744588802/photo/1,7.0,10,,100,194,
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,Chihuahua,0.978108,2015-11-16 23:23:41+00:00,Twitter for iPhone,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert.,https://twitter.com/dog_rates/status/666396247373291520/photo/1,12.0,10,,92,172,
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,,,2015-11-17 00:24:19+00:00,Twitter for iPhone,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks.,https://twitter.com/dog_rates/status/666411507551481857/photo/1,10.0,10,,339,459,
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,Toy_Terrier,0.14968,2015-11-17 00:53:15+00:00,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant.,https://twitter.com/dog_rates/status/666418789513326592/photo/1,6.0,10,Walter,48,129,
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Blenheim_Spaniel,0.906777,2015-11-17 01:02:40+00:00,Twitter for iPhone,*internally screaming*,https://twitter.com/dog_rates/status/666421158376562688/photo/1,11.0,10,,118,327,
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Pembroke,0.371361,2015-11-17 01:30:57+00:00,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?).,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7.0,10,,90,171,
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,,,2015-11-17 01:40:41+00:00,Twitter for iPhone,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big.,https://twitter.com/dog_rates/status/666430724426358785/photo/1,,10,,204,330,
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Chesapeake_Bay_Retriever,0.18413,2015-11-17 02:00:15+00:00,Twitter for iPhone,,https://twitter.com/dog_rates/status/666435652385423360/photo/1,7.0,10,,54,170,
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Chihuahua,0.6718529999999999,2015-11-17 02:06:42+00:00,Twitter for iPhone,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body.,https://twitter.com/dog_rates/status/666437273139982337/photo/1,9.0,10,,52,131,
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,Curly-coated_Retriever,0.322084,2015-11-17 02:46:43+00:00,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty.,https://twitter.com/dog_rates/status/666447344410484738/photo/1,11.0,10,Scout,23,107,
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,Dalmatian,0.278954,2015-11-17 03:16:00+00:00,Twitter for iPhone,I'll name the dogs from now on. This is Kreggory. He does parkour.,https://twitter.com/dog_rates/status/666454714377183233/photo/1,12.0,10,Kreggory,223,545,
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_Hound,0.0443334,2015-11-17 15:51:26+00:00,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date.,https://twitter.com/dog_rates/status/666644823164719104/photo/1,8.0,10,Jimothy,88,238,
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Border_Collie,0.4478029999999999,2015-11-17 16:09:56+00:00,Twitter for iPhone,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs.,https://twitter.com/dog_rates/status/666649482315059201/photo/1,12.0,10,,608,923,
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_Shepherd,0.975401,2015-11-17 18:56:35+00:00,Twitter for iPhone,This is Christoper. He is a spotted Penne. Can easily navigate stairs.,https://twitter.com/dog_rates/status/666691418707132416/photo/1,10.0,10,Christoper,51,196,
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Miniature_Poodle,0.546933,2015-11-17 22:06:57+00:00,Twitter for iPhone,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows,https://twitter.com/dog_rates/status/666739327293083650/photo/1,8.0,10,Lugan,71,244,
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,,,2015-11-18 00:36:17+00:00,Twitter for iPhone,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways.,https://twitter.com/dog_rates/status/666776908487630848/photo/1,,10,Josep,186,368,
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,,,2015-11-18 01:12:41+00:00,Twitter for iPhone,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog,https://twitter.com/dog_rates/status/666786068205871104/photo/1,10.0,10,,521,800,
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_Setter,0.328792,2015-11-18 02:25:23+00:00,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature.,https://twitter.com/dog_rates/status/666804364988780544/photo/1,9.0,10,Jockson,95,250,
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Miniature_Schnauzer,0.496953,2015-11-18 03:18:55+00:00,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero,https://twitter.com/dog_rates/status/666817836334096384/photo/1,1.0,10,Jeph,267,540,
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_Dog,0.359383,2015-11-18 03:54:28+00:00,Twitter for iPhone,,https://twitter.com/dog_rates/status/666826780179869698/photo/1,5.0,10,,105,266,
